#,EDO,SERIAL,EQUIPO / ACTIVO,TIPO,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,P.T.,SERVICIO,A / L,TEMP,D. EXT,PESO,PROPIEDAD,NOMENCLATURA FLEJE,L. FLEJE,,UNION
325,ON,PCT-23-6206-2-006,PCT-PUP-0072,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,2      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-2-006 / PCT-PUP-0072 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
326,ON,PCT-23-6206-2-007,PCT-PUP-0073,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,2      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-2-007 / PCT-PUP-0073 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
327,ON,PCT-23-6206-2-008,PCT-PUP-0074,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,2      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-2-008 / PCT-PUP-0074 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
328,ON,PCT-23-6206-2-009,PCT-PUP-0075,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,2      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-2-009 / PCT-PUP-0075 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
329,ON,PCT-23-6206-2-010,PCT-PUP-0076,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,2      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-2-010 / PCT-PUP-0076 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
330,ON,PCT-23-6206-3-001,PCT-PUP-0077,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-001 / PCT-PUP-0077 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
331,ON,PCT-23-6206-3-002,PCT-PUP-0078,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-002 / PCT-PUP-0078 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
332,ON,PCT-23-6206-3-003,PCT-PUP-0079,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-003 / PCT-PUP-0079 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
333,ON,PCT-23-6206-3-004,PCT-PUP-0080,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-004 / PCT-PUP-0080 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
334,ON,PCT-23-6206-3-005,PCT-PUP-0081,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-005 / PCT-PUP-0081 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
335,ON,PCT-23-6206-3-006,PCT-PUP-0082,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-006 / PCT-PUP-0082 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
336,ON,PCT-23-6206-3-007,PCT-PUP-0083,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-007 / PCT-PUP-0083 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
337,ON,PCT-23-6206-3-008,PCT-PUP-0084,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-008 / PCT-PUP-0084 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
338,ON,PCT-23-6206-3-009,PCT-PUP-0085,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-009 / PCT-PUP-0085 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
339,ON,PCT-23-6206-3-010,PCT-PUP-0086,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,3      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-3-010 / PCT-PUP-0086 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
340,ON,PCT-23-6206-5-001,PCT-PUP-0087,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-001 / PCT-PUP-0087 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
341,ON,PCT-23-6206-5-002,PCT-PUP-0088,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-002 / PCT-PUP-0088 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
342,ON,PCT-23-6206-5-003,PCT-PUP-0089,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-003 / PCT-PUP-0089 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
343,ON,PCT-23-6206-5-004,PCT-PUP-0090,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-004 / PCT-PUP-0090 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
344,ON,PCT-23-6206-5-005,PCT-PUP-0091,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-005 / PCT-PUP-0091 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
345,ON,PCT-23-6206-5-006,PCT-PUP-0092,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-006 / PCT-PUP-0092 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
346,ON,PCT-23-6206-5-007,PCT-PUP-0093,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-007 / PCT-PUP-0093 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
347,ON,PCT-23-6206-5-008,PCT-PUP-0094,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-008 / PCT-PUP-0094 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
348,ON,PCT-23-6206-5-009,PCT-PUP-0095,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-009 / PCT-PUP-0095 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
349,ON,PCT-23-6206-5-010,PCT-PUP-0096,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,5      ,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-5-010 / PCT-PUP-0096 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
350,ON,PCT-24-6206-10-001,PCT-PUP-0097,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-001 / PCT-PUP-0097 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
351,ON,PCT-24-6206-10-002,PCT-PUP-0098,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-002 / PCT-PUP-0098 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
352,ON,PCT-24-6206-10-003,PCT-PUP-0099,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-003 / PCT-PUP-0099 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
353,ON,PCT-24-6206-10-004,PCT-PUP-0100,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-004 / PCT-PUP-0100 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
354,ON,PCT-24-6206-10-005,PCT-PUP-0101,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-005 / PCT-PUP-0101 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
355,ON,PCT-24-6206-10-006,PCT-PUP-0102,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-006 / PCT-PUP-0102 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
356,ON,PCT-24-6206-10-007,PCT-PUP-0103,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-007 / PCT-PUP-0103 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
357,ON,PCT-24-6206-10-008,PCT-PUP-0104,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-008 / PCT-PUP-0104 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
358,ON,PCT-24-6206-10-009,PCT-PUP-0105,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-009 / PCT-PUP-0105 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
359,ON,PCT-24-6206-10-010,PCT-PUP-0106,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-010 / PCT-PUP-0106 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
360,ON,PCT-24-6206-10-011,PCT-PUP-0107,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-011 / PCT-PUP-0107 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
361,ON,PCT-24-6206-10-012,PCT-PUP-0108,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-012 / PCT-PUP-0108 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
362,ON,PCT-24-6206-10-013,PCT-PUP-0109,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-013 / PCT-PUP-0109 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
363,ON,PCT-24-6206-10-014,PCT-PUP-0110,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-014 / PCT-PUP-0110 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
364,ON,PCT-24-6206-10-015,PCT-PUP-0111,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-015 / PCT-PUP-0111 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
365,ON,PCT-24-6206-10-016,PCT-PUP-0112,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-016 / PCT-PUP-0112 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
366,ON,PCT-24-6206-10-017,PCT-PUP-0113,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-017 / PCT-PUP-0113 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
367,ON,PCT-24-6206-10-018,PCT-PUP-0114,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-018 / PCT-PUP-0114 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
368,ON,PCT-24-6206-10-019,PCT-PUP-0115,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-019 / PCT-PUP-0115 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
369,ON,PCT-24-6206-10-020,PCT-PUP-0116,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,10      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-10-020 / PCT-PUP-0116 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
370,ON,PCT-23-6206-90-001,PCT-90-021,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-001 / PCT-90-021 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
371,ON,PCT-23-6206-90-002,PCT-90-022,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-002 / PCT-90-022 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
372,ON,PCT-23-6206-90-003,PCT-90-023,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-003 / PCT-90-023 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
373,ON,PCT-23-6206-90-004,PCT-90-024,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-004 / PCT-90-024 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
374,ON,PCT-23-6206-90-005,PCT-90-025,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-005 / PCT-90-025 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
375,ON,PCT-23-6206-90-006,PCT-90-026,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-006 / PCT-90-026 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
376,ON,PCT-23-6206-90-007,PCT-90-027,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-007 / PCT-90-027 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
377,ON,PCT-23-6206-90-008,PCT-90-028,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-008 / PCT-90-028 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
378,ON,PCT-23-6206-90-009,PCT-90-029,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-009 / PCT-90-029 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
379,ON,PCT-23-6206-90-010,PCT-90-030,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-010 / PCT-90-030 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
380,ON,PCT-23-6206-90-011,PCT-90-031,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-011 / PCT-90-031 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
381,ON,PCT-23-6206-90-012,PCT-90-032,90,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-90-012 / PCT-90-032 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
382,ON,PCT-23-6206-45-001,PCT-45-011,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-001 / PCT-45-011 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
383,ON,PCT-23-6206-45-002,PCT-45-012,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-002 / PCT-45-012 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
384,ON,PCT-23-6206-45-003,PCT-45-013,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-003 / PCT-45-013 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
385,ON,PCT-23-6206-45-004,PCT-45-014,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-004 / PCT-45-014 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
386,ON,PCT-23-6206-45-005,PCT-45-015,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-005 / PCT-45-015 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
387,ON,PCT-23-6206-45-006,PCT-45-016,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-006 / PCT-45-016 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
388,ON,PCT-23-6206-45-007,PCT-45-017,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-007 / PCT-45-017 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
389,ON,PCT-23-6206-45-008,PCT-45-018,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-008 / PCT-45-018 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
390,ON,PCT-23-6206-45-009,PCT-45-019,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-009 / PCT-45-019 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
391,ON,PCT-23-6206-45-010,PCT-45-020,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-010 / PCT-45-020 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
392,ON,PCT-23-6206-45-011,PCT-45-021,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-011 / PCT-45-021 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
393,ON,PCT-23-6206-45-012,PCT-45-022,45,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,21  1/2 ,,PCT,PCT-23-6206-45-012 / PCT-45-022 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
394,ON,PCT-23-6206-P-001,PCT-PLG-003,TAPON,6      ,206,H,1440,X,  1/2 ,NPT,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-6206-P-001 / PCT-PLG-003 / MAWP 1440 / H2S / TEMP -29 - 121 C,3      ,,
395,ON,PCT-23-6206-P-002,PCT-PLG-004,TAPON,6      ,206,H,1440,X,  1/2 ,NPT,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-6206-P-002 / PCT-PLG-004 / MAWP 1440 / H2S / TEMP -29 - 121 C,3      ,,
396,ON,PCT-23-6206-C-001,PCT-CAP-003,TAPA,6      ,206,M,1440,X,  1/2 ,NPT,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-6206-C-001 / PCT-CAP-003 / MAWP 1440 / H2S / TEMP -29 - 121 C,3      ,,
397,ON,PCT-23-6206-C-002,PCT-CAP-004,TAPA,6      ,206,M,1440,X,  1/2 ,NPT,H,1440,NA,NA,NA,NA,NA,1440,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-6206-C-002 / PCT-CAP-004 / MAWP 1440 / H2S / TEMP -29 - 121 C,3      ,,
398,ON,PCT-24-6206-18-001,PCT-PUP-0365,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-001 / PCT-PUP-0365 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
399,ON,PCT-24-6206-18-002,PCT-PUP-0366,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-002 / PCT-PUP-0366 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
400,ON,PCT-24-6206-18-003,PCT-PUP-0367,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-003 / PCT-PUP-0367 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
401,ON,PCT-24-6206-18-004,PCT-PUP-0368,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-004 / PCT-PUP-0368 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
402,ON,PCT-24-6206-18-005,PCT-PUP-0369,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-005 / PCT-PUP-0369 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
403,ON,PCT-24-6206-18-006,PCT-PUP-0370,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-006 / PCT-PUP-0370 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
404,ON,PCT-24-6206-18-007,PCT-PUP-0371,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-007 / PCT-PUP-0371 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
405,ON,PCT-24-6206-18-008,PCT-PUP-0372,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-008 / PCT-PUP-0372 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
406,ON,PCT-24-6206-18-009,PCT-PUP-0373,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-009 / PCT-PUP-0373 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
407,ON,PCT-24-6206-18-010,PCT-PUP-0374,TUBO,6      ,206,M,1440,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,18      ,-29 - 121 C,21  1/2 ,,PCT,PCT-24-6206-18-010 / PCT-PUP-0374 / MAWP 1440 / H2S / TEMP -29 - 121 C,24  1/2 ,,
