#,EDO,SERIAL,EQUIPO / ACTIVO,TIPO,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,P.T.,SERVICIO,A / L,TEMP,D. EXT,PESO,PROPIEDAD,NOMENCLATURA FLEJE,L. FLEJE,,UNION
797,ON,PCT-24-4206-45-032,PCT-45-094,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-032 / PCT-45-094 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
798,ON,PCT-24-4206-45-033,PCT-45-095,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-033 / PCT-45-095 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
799,ON,PCT-24-4206-45-034,PCT-45-096,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-034 / PCT-45-096 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
800,ON,PCT-24-4206-45-035,PCT-45-097,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-035 / PCT-45-097 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
801,ON,PCT-24-4206-45-036,PCT-45-098,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-036 / PCT-45-098 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
802,ON,PCT-24-4206-45-037,PCT-45-099,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-037 / PCT-45-099 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
803,ON,PCT-24-4206-45-038,PCT-45-100,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-038 / PCT-45-100 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
804,ON,PCT-24-4206-45-039,PCT-45-101,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-039 / PCT-45-101 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
805,ON,PCT-24-4206-45-040,PCT-45-102,45,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-45-040 / PCT-45-102 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
806,ON,PCT-24-4206-90-021,PCT-90-103,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-021 / PCT-90-103 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
807,ON,PCT-24-4206-90-022,PCT-90-104,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-022 / PCT-90-104 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
808,ON,PCT-24-4206-90-023,PCT-90-105,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-023 / PCT-90-105 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
809,ON,PCT-24-4206-90-024,PCT-90-106,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-024 / PCT-90-106 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
810,ON,PCT-24-4206-90-025,PCT-90-107,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-025 / PCT-90-107 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
811,ON,PCT-24-4206-90-026,PCT-90-108,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-026 / PCT-90-108 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
812,ON,PCT-24-4206-90-027,PCT-90-109,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-027 / PCT-90-109 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
813,ON,PCT-24-4206-90-028,PCT-90-110,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-028 / PCT-90-110 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
814,ON,PCT-24-4206-90-029,PCT-90-111,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-029 / PCT-90-111 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
815,ON,PCT-24-4206-90-030,PCT-90-112,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-030 / PCT-90-112 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
816,ON,PCT-24-4206-90-031,PCT-90-113,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-031 / PCT-90-113 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
817,ON,PCT-24-4206-90-032,PCT-90-114,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-032 / PCT-90-114 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
818,ON,PCT-24-4206-90-033,PCT-90-115,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-033 / PCT-90-115 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
819,ON,PCT-24-4206-90-034,PCT-90-116,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-034 / PCT-90-116 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
820,ON,PCT-24-4206-90-035,PCT-90-117,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-035 / PCT-90-117 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
821,ON,PCT-24-4206-90-036,PCT-90-118,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-036 / PCT-90-118 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
822,ON,PCT-24-4206-90-037,PCT-90-119,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-037 / PCT-90-119 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
823,ON,PCT-24-4206-90-038,PCT-90-120,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-038 / PCT-90-120 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
824,ON,PCT-24-4206-90-039,PCT-90-121,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-039 / PCT-90-121 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
825,ON,PCT-24-4206-90-040,PCT-90-122,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-040 / PCT-90-122 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
826,ON,PCT-24-4206-90-041,PCT-90-123,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-041 / PCT-90-123 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
827,ON,PCT-24-4206-90-042,PCT-90-124,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-042 / PCT-90-124 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
828,ON,PCT-24-4206-90-043,PCT-90-125,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-043 / PCT-90-125 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
829,ON,PCT-24-4206-90-044,PCT-90-126,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-044 / PCT-90-126 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
830,ON,PCT-24-4206-90-045,PCT-90-127,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-045 / PCT-90-127 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
831,ON,PCT-24-4206-90-046,PCT-90-128,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-046 / PCT-90-128 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
832,ON,PCT-24-4206-90-047,PCT-90-129,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-047 / PCT-90-129 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
833,ON,PCT-24-4206-90-048,PCT-90-130,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-048 / PCT-90-130 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
834,ON,PCT-24-4206-90-049,PCT-90-131,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-049 / PCT-90-131 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
835,ON,PCT-24-4206-90-050,PCT-90-132,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-050 / PCT-90-132 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
836,ON,PCT-24-4206-90-051,PCT-90-133,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-051 / PCT-90-133 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
837,ON,PCT-24-4206-90-052,PCT-90-134,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-052 / PCT-90-134 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
838,ON,PCT-24-4206-90-053,PCT-90-135,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-053 / PCT-90-135 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
839,ON,PCT-24-4206-90-054,PCT-90-136,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-054 / PCT-90-136 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
840,ON,PCT-24-4206-90-055,PCT-90-137,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-055 / PCT-90-137 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
841,ON,PCT-24-4206-90-056,PCT-90-138,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-056 / PCT-90-138 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
842,ON,PCT-24-4206-90-057,PCT-90-139,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-057 / PCT-90-139 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
843,ON,PCT-24-4206-90-058,PCT-90-140,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-058 / PCT-90-140 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
844,ON,PCT-24-4206-90-059,PCT-90-141,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-059 / PCT-90-141 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
845,ON,PCT-24-4206-90-060,PCT-90-142,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-060 / PCT-90-142 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
846,ON,PCT-24-4206-90-061,PCT-90-143,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-061 / PCT-90-143 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
847,ON,PCT-24-4206-90-062,PCT-90-144,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-062 / PCT-90-144 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
848,ON,PCT-24-4206-90-063,PCT-90-145,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-063 / PCT-90-145 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
849,ON,PCT-24-4206-90-064,PCT-90-146,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-064 / PCT-90-146 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
850,ON,PCT-24-4206-90-065,PCT-90-147,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-065 / PCT-90-147 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
851,ON,PCT-24-4206-90-066,PCT-90-148,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-066 / PCT-90-148 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
852,ON,PCT-24-4206-90-067,PCT-90-149,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-067 / PCT-90-149 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
853,ON,PCT-24-4206-90-068,PCT-90-150,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-068 / PCT-90-150 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
854,ON,PCT-24-4206-90-069,PCT-90-151,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-069 / PCT-90-151 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
855,ON,PCT-24-4206-90-070,PCT-90-152,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-070 / PCT-90-152 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
856,ON,PCT-24-4206-90-071,PCT-90-153,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-071 / PCT-90-153 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
857,ON,PCT-24-4206-90-072,PCT-90-154,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-072 / PCT-90-154 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
858,ON,PCT-24-4206-90-073,PCT-90-155,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-073 / PCT-90-155 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
859,ON,PCT-24-4206-90-074,PCT-90-156,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-074 / PCT-90-156 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
860,ON,PCT-24-4206-90-075,PCT-90-157,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-075 / PCT-90-157 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
861,ON,PCT-24-4206-90-076,PCT-90-158,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-076 / PCT-90-158 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
862,ON,PCT-24-4206-90-077,PCT-90-159,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-077 / PCT-90-159 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
863,ON,PCT-24-4206-90-078,PCT-90-160,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-078 / PCT-90-160 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
864,ON,PCT-24-4206-90-079,PCT-90-161,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-079 / PCT-90-161 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
865,ON,PCT-24-4206-90-080,PCT-90-162,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-080 / PCT-90-162 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
866,ON,PCT-24-4206-90-081,PCT-90-163,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-081 / PCT-90-163 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
867,ON,PCT-24-4206-90-082,PCT-90-164,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-082 / PCT-90-164 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
868,ON,PCT-24-4206-90-083,PCT-90-165,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-083 / PCT-90-165 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
869,ON,PCT-24-4206-90-084,PCT-90-166,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-084 / PCT-90-166 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
870,ON,PCT-24-4206-90-085,PCT-90-167,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-085 / PCT-90-167 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
871,ON,PCT-24-4206-90-086,PCT-90-168,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-086 / PCT-90-168 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
872,ON,PCT-24-4206-90-087,PCT-90-169,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-087 / PCT-90-169 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
873,ON,PCT-24-4206-90-088,PCT-90-170,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-088 / PCT-90-170 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
874,ON,PCT-24-4206-90-089,PCT-90-171,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-089 / PCT-90-171 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
875,ON,PCT-24-4206-90-090,PCT-90-172,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-090 / PCT-90-172 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
876,ON,PCT-24-4206-90-091,PCT-90-173,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-091 / PCT-90-173 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
877,ON,PCT-24-4206-90-092,PCT-90-174,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-092 / PCT-90-174 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
878,ON,PCT-24-4206-90-093,PCT-90-175,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-093 / PCT-90-175 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
879,ON,PCT-24-4206-90-094,PCT-90-176,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-094 / PCT-90-176 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
880,ON,PCT-24-4206-90-095,PCT-90-177,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-095 / PCT-90-177 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
881,ON,PCT-24-4206-90-096,PCT-90-178,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-096 / PCT-90-178 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
882,ON,PCT-24-4206-90-097,PCT-90-179,90,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,N/A,-29 - 121 C,14  1/4 ,,PCT,PCT-24-4206-90-097 / PCT-90-179 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
